SupplierID,SupplierName,ContactPerson,Phone,Email,City,State,Country,SupplierRating,IsActive
250,Modern Retail Supply 250,Manager 250,9616752879,supplier250@examplemail.com,Lucknow,Uttar Pradesh,India,4.05,1
251,Universal Enterprises 251,Manager 251,9369338880,supplier251@examplemail.com,Pune,Maharashtra,Germany,3.68,1
252,National Industries 252,Manager 252,9952267207,supplier252@examplemail.com,Pune,Maharashtra,India,4.53,1
253,Prime Imports 253,Manager 253,9636026896,supplier253@examplemail.com,Nagpur,Maharashtra,India,4.11,1
254,Shree Imports 254,Manager 254,9087542524,supplier254@examplemail.com,Ludhiana,Punjab,India,3.75,1
255,Universal Suppliers 255,Manager 255,9679058168,supplier255@examplemail.com,Hyderabad,Telangana,India,4.58,1
256,Apex Imports 256,Manager 256,9757226141,supplier256@examplemail.com,Kolkata,West Bengal,India,3.93,1
257,Royal Imports 257,Manager 257,9619008987,supplier257@examplemail.com,Nagpur,Maharashtra,India,3.73,1
258,Shree Suppliers 258,Manager 258,9758615217,supplier258@examplemail.com,Pune,Maharashtra,India,4.79,1
259,Om Imports 259,Manager 259,9269151822,supplier259@examplemail.com,Delhi,Delhi,India,4.44,1
260,Royal Wholesale 260,Manager 260,9649161647,supplier260@examplemail.com,Surat,Gujarat,India,3.75,1
261,Metro Retail Supply 261,Manager 261,9768274152,supplier261@examplemail.com,Bengaluru,Karnataka,India,4.88,1
262,Star Traders 262,Manager 262,9039500595,supplier262@examplemail.com,Indore,Madhya Pradesh,Taiwan,4.59,1
263,National Distributors 263,Manager 263,9961267726,supplier263@examplemail.com,Delhi,Delhi,India,4.31,1
264,Sunrise Distributors 264,Manager 264,9636347574,supplier264@examplemail.com,Ludhiana,Punjab,India,4.96,1
265,Om Enterprises 265,Manager 265,9337286468,supplier265@examplemail.com,Pune,Maharashtra,India,4.48,1
266,Global Solutions 266,Manager 266,9466795514,supplier266@examplemail.com,Bengaluru,Karnataka,India,4.63,1
267,Prime Retail Supply 267,Manager 267,9143106300,supplier267@examplemail.com,Ludhiana,Punjab,India,3.81,1
268,Sai Wholesale 268,Manager 268,9085902017,supplier268@examplemail.com,Bengaluru,Karnataka,India,3.66,1
269,Prime Traders 269,Manager 269,9136836624,supplier269@examplemail.com,Bengaluru,Karnataka,India,3.58,1
270,Sai Traders 270,Manager 270,9278875311,supplier270@examplemail.com,Nagpur,Maharashtra,India,4.6,1
271,Apex Industries 271,Manager 271,9094818157,supplier271@examplemail.com,Pune,Maharashtra,India,4.66,1
272,Prime Retail Supply 272,Manager 272,9400702328,supplier272@examplemail.com,Kolkata,West Bengal,India,4.77,1
273,Om Retail Supply 273,Manager 273,9167353531,supplier273@examplemail.com,Surat,Gujarat,India,3.72,1
274,United Distributors 274,Manager 274,9296126324,supplier274@examplemail.com,Jaipur,Rajasthan,India,4.79,1
275,United Industries 275,Manager 275,9124272466,supplier275@examplemail.com,Surat,Gujarat,India,4.84,1
276,Royal Solutions 276,Manager 276,9687941382,supplier276@examplemail.com,Pune,Maharashtra,India,4.83,1
277,Elite Imports 277,Manager 277,9532650032,supplier277@examplemail.com,Chennai,Tamil Nadu,India,4.11,1
278,Sunrise Corporation 278,Manager 278,9546780644,supplier278@examplemail.com,Delhi,Delhi,India,3.73,1
279,Shree Corporation 279,Manager 279,9354294063,supplier279@examplemail.com,Chennai,Tamil Nadu,India,4.09,1
280,Star Industries 280,Manager 280,9408123412,supplier280@examplemail.com,Ludhiana,Punjab,India,3.76,1
281,Sunrise Solutions 281,Manager 281,9668840936,supplier281@examplemail.com,Indore,Madhya Pradesh,India,4.31,1
282,Star Retail Supply 282,Manager 282,9686655782,supplier282@examplemail.com,Delhi,Delhi,India,3.93,1
283,Universal Suppliers 283,Manager 283,9722963623,supplier283@examplemail.com,Delhi,Delhi,India,4.06,1
284,Royal Distributors 284,Manager 284,9319096313,supplier284@examplemail.com,Jaipur,Rajasthan,India,3.61,1
285,Apex Solutions 285,Manager 285,9247180972,supplier285@examplemail.com,Ahmedabad,Gujarat,India,3.56,1
286,Modern Corporation 286,Manager 286,9039761068,supplier286@examplemail.com,Pune,Maharashtra,India,3.81,1
287,National Imports 287,Manager 287,9394868851,supplier287@examplemail.com,Ahmedabad,Gujarat,India,4.88,1
288,Sai Traders 288,Manager 288,9651555938,supplier288@examplemail.com,Delhi,Delhi,Vietnam,4.02,1
289,Modern Suppliers 289,Manager 289,9972797568,supplier289@examplemail.com,Kolkata,West Bengal,India,4.59,1
290,Star Industries 290,Manager 290,9510087739,supplier290@examplemail.com,Bengaluru,Karnataka,India,3.94,1
291,Universal Wholesale 291,Manager 291,9491807904,supplier291@examplemail.com,Surat,Gujarat,India,4.98,1
292,Sunrise Distributors 292,Manager 292,9745244277,supplier292@examplemail.com,Chennai,Tamil Nadu,India,3.94,1
293,United Retail Supply 293,Manager 293,9884681001,supplier293@examplemail.com,Pune,Maharashtra,India,4.71,1
294,Prime Imports 294,Manager 294,9337395713,supplier294@examplemail.com,Delhi,Delhi,India,4.81,1
295,Modern Retail Supply 295,Manager 295,9359644825,supplier295@examplemail.com,Kolkata,West Bengal,Taiwan,3.89,1
296,Elite Corporation 296,Manager 296,9097696609,supplier296@examplemail.com,Bengaluru,Karnataka,India,4.6,1
297,Prime Solutions 297,Manager 297,9870997096,supplier297@examplemail.com,Bengaluru,Karnataka,China,4.8,1
298,Shree Industries 298,Manager 298,9895345110,supplier298@examplemail.com,Delhi,Delhi,India,4.73,1
299,Global Retail Supply 299,Manager 299,9634677604,supplier299@examplemail.com,Kolkata,West Bengal,India,3.53,1
300,Modern Corporation 300,Manager 300,9271871262,supplier300@examplemail.com,Jaipur,Rajasthan,India,4.32,1
