ReturnID,OrderID,ReturnDate,ReturnReason,RefundAmount,RefundStatus
1823,76340,3/3/2022,Size Issue,9392.25,Refunded
1824,6747,7/26/2022,Late Delivery,43050.61,Refunded
1825,30395,7/29/2022,Product Not as Described,24353.91,Refunded
1826,51008,11/4/2025,Quality Issue,23828.93,Refunded
1827,69091,7/25/2022,Damaged Product,42601.94,Refunded
1828,45927,11/2/2024,Duplicate Order,28158.12,Refunded
1829,6600,11/24/2025,Defective Item,25180.42,Refunded
1830,22012,3/19/2022,Wrong Item Delivered,48616.33,Refunded
1831,53357,4/6/2026,Product Not as Described,40947.25,Refunded
1832,43559,4/3/2026,Product Not as Described,49261.99,Refunded
1833,87224,11/12/2024,Changed Mind,5410,Refunded
1834,12323,2/19/2026,Missing Parts,44819.44,Refunded
1835,49389,10/19/2025,Quality Issue,1477.51,Refunded
1836,49518,6/21/2025,Defective Item,8732.93,Refunded
1837,97,2/2/2024,Quality Issue,40407.76,Processed
1838,5840,5/27/2025,Quality Issue,10668.01,Refunded
1839,99189,1/4/2024,Changed Mind,9491.89,Refunded
1840,11620,6/22/2023,Wrong Item Delivered,35469.98,Refunded
1841,40570,8/31/2022,Product Not as Described,41047.02,Refunded
1842,58826,7/25/2025,Wrong Item Delivered,22511.39,Refunded
1843,47012,5/8/2024,Missing Parts,3798.43,Refunded
1844,35971,8/31/2025,Product Not as Described,1965.07,Refunded
1845,83485,11/1/2024,Defective Item,45533.08,Refunded
1846,90760,1/15/2024,Duplicate Order,19185.98,Refunded
1847,43834,8/9/2025,Missing Parts,29075.33,Refunded
1848,46127,11/15/2022,Size Issue,28784.14,Refunded
1849,53542,3/3/2025,Quality Issue,6863.47,Refunded
1850,44,1/7/2025,Late Delivery,12741.38,Refunded
1851,99521,4/18/2025,Product Not as Described,28157.91,Refunded
1852,16810,11/26/2025,Duplicate Order,6793.92,Pending
1853,17299,4/25/2022,Changed Mind,33828.69,Refunded
1854,12881,6/28/2022,Quality Issue,40119.3,Refunded
1855,15739,3/7/2022,Changed Mind,2406.65,Refunded
1856,74439,12/5/2023,Late Delivery,49905.28,Refunded
1857,78451,2/9/2025,Product Not as Described,31631.76,Refunded
1858,98540,6/2/2023,Quality Issue,6947.02,Refunded
1859,62164,9/29/2022,Changed Mind,15357.04,Rejected
1860,11171,7/22/2025,Size Issue,12847.84,Refunded
1861,59,4/2/2023,Wrong Item Delivered,6296.64,Refunded
1862,77491,7/27/2025,Damaged Product,16605.87,Refunded
1863,19011,1/18/2024,Damaged Product,14925.88,Refunded
1864,53852,7/15/2023,Changed Mind,28486.15,Refunded
1865,27314,10/14/2025,Changed Mind,43416.24,Refunded
1866,9070,9/12/2022,Missing Parts,7115.46,Pending
1867,90727,3/13/2023,Product Not as Described,40017.27,Refunded
1868,49534,6/30/2022,Duplicate Order,29463.19,Refunded
1869,26276,2/26/2022,Quality Issue,6656.49,Refunded
1870,72072,6/1/2022,Damaged Product,9237.3,Refunded
1871,80821,5/26/2023,Late Delivery,28093.97,Refunded
1872,24331,2/4/2026,Duplicate Order,28443.05,Rejected
1873,39872,11/11/2022,Late Delivery,48680.41,Refunded
1874,13345,11/4/2022,Wrong Item Delivered,46570.72,Rejected
1875,70709,4/8/2022,Quality Issue,8162.75,Refunded
1876,46315,2/15/2024,Size Issue,13270.08,Refunded
1877,88711,9/9/2025,Quality Issue,49475.7,Refunded
1878,2233,12/15/2025,Missing Parts,7516.69,Refunded
1879,28199,5/1/2022,Quality Issue,29810.36,Refunded
1880,34597,10/23/2024,Late Delivery,8805.3,Refunded
1881,58123,6/24/2024,Damaged Product,25724.11,Processed
1882,80745,10/30/2023,Duplicate Order,3890.03,Refunded
1883,18706,10/30/2023,Product Not as Described,43254.92,Pending
1884,83384,5/3/2022,Late Delivery,14319.43,Pending
1885,35385,9/12/2022,Wrong Item Delivered,8023.11,Refunded
1886,28576,5/15/2022,Late Delivery,32387.73,Pending
1887,65100,10/17/2024,Defective Item,7767.9,Refunded
1888,31989,9/16/2023,Damaged Product,14096.61,Pending
1889,6471,9/8/2025,Late Delivery,47947.39,Pending
1890,74520,12/17/2022,Defective Item,22951.08,Pending
1891,27171,12/10/2023,Defective Item,47262.76,Processed
1892,14618,3/22/2026,Missing Parts,40281.01,Refunded
1893,12339,9/2/2025,Damaged Product,1431.88,Refunded
1894,35265,3/15/2022,Product Not as Described,31537.57,Refunded
1895,22664,8/5/2024,Wrong Item Delivered,10030.68,Refunded
1896,85809,11/5/2023,Damaged Product,23508.86,Rejected
1897,11944,5/16/2026,Size Issue,42791.19,Refunded
1898,72038,3/9/2024,Quality Issue,20496.94,Pending
1899,50535,3/10/2024,Defective Item,39031.24,Refunded
1900,90853,9/9/2024,Quality Issue,3636.23,Refunded
1901,25581,5/30/2025,Missing Parts,15958.93,Refunded
1902,29984,4/8/2022,Changed Mind,10211.56,Pending
1903,94596,1/11/2023,Quality Issue,14900.52,Refunded
1904,78496,11/2/2022,Defective Item,27598.24,Refunded
1905,19806,10/9/2025,Wrong Item Delivered,38445.07,Refunded
1906,84948,12/21/2023,Changed Mind,30412.11,Pending
1907,46059,3/25/2026,Duplicate Order,18713.64,Refunded
1908,25462,6/30/2022,Damaged Product,43352.4,Refunded
1909,8557,9/8/2022,Missing Parts,44009.33,Refunded
1910,5245,4/28/2026,Quality Issue,22621.8,Refunded
1911,48222,12/23/2024,Defective Item,25269.06,Refunded
1912,15304,5/14/2024,Size Issue,14086.36,Refunded
1913,62447,5/2/2026,Wrong Item Delivered,42222.76,Pending
1914,38402,1/6/2026,Defective Item,849.62,Refunded
1915,15463,5/21/2022,Quality Issue,44255.96,Refunded
1916,11514,7/6/2022,Wrong Item Delivered,12122.6,Refunded
1917,6532,7/24/2024,Late Delivery,28832.89,Refunded
1918,79831,5/24/2023,Damaged Product,7396.47,Refunded
1919,68496,4/15/2023,Quality Issue,47468.39,Refunded
1920,72707,3/5/2025,Quality Issue,8147.6,Refunded
1921,10203,4/9/2024,Wrong Item Delivered,1133.07,Refunded
1922,83836,12/3/2024,Damaged Product,21304.18,Processed
1923,34370,10/16/2023,Changed Mind,4046.57,Refunded
1924,31460,12/21/2022,Duplicate Order,23417.32,Refunded
1925,57464,9/20/2022,Missing Parts,583.97,Refunded
1926,58132,7/4/2023,Defective Item,43299.4,Refunded
1927,44620,7/9/2023,Damaged Product,2226.47,Refunded
1928,90546,3/27/2026,Size Issue,14171.83,Refunded
1929,92170,6/30/2024,Changed Mind,46330.28,Refunded
1930,61978,3/13/2026,Product Not as Described,10732.88,Refunded
1931,66052,8/14/2022,Late Delivery,34288.87,Rejected
1932,27375,4/8/2025,Missing Parts,32120.91,Pending
1933,27116,5/29/2025,Changed Mind,38694.01,Refunded
1934,98278,11/28/2025,Late Delivery,42352.22,Refunded
1935,33222,5/28/2024,Late Delivery,36342.47,Refunded
1936,15878,3/12/2024,Size Issue,45012.37,Refunded
1937,21711,1/7/2025,Defective Item,19204.36,Refunded
1938,89669,8/28/2025,Changed Mind,30708.22,Pending
1939,85384,10/31/2022,Quality Issue,41262.6,Refunded
1940,40397,8/25/2022,Quality Issue,47284.43,Refunded
1941,43545,12/25/2025,Missing Parts,33916.1,Refunded
1942,9272,5/13/2026,Defective Item,33224.16,Processed
1943,84070,8/19/2022,Changed Mind,8041.06,Pending
1944,49482,6/15/2023,Defective Item,38470.96,Refunded
1945,92613,8/5/2022,Missing Parts,735.96,Refunded
1946,468,5/1/2023,Changed Mind,4758.74,Refunded
1947,50265,4/11/2022,Quality Issue,6738.04,Refunded
1948,77983,8/7/2024,Product Not as Described,28904.21,Pending
1949,98944,9/28/2024,Size Issue,16566.05,Processed
1950,43699,8/7/2024,Size Issue,8665.76,Refunded
1951,61568,2/10/2025,Wrong Item Delivered,11707.09,Rejected
1952,11068,9/13/2023,Duplicate Order,37535.03,Pending
1953,61325,7/28/2024,Damaged Product,1986.63,Refunded
1954,42963,4/1/2024,Missing Parts,46482.03,Refunded
1955,75113,6/5/2022,Duplicate Order,9547.29,Refunded
1956,75218,8/13/2024,Changed Mind,49043.08,Refunded
1957,29534,6/24/2024,Quality Issue,39122.29,Refunded
1958,88133,11/13/2023,Late Delivery,5326.01,Pending
1959,47132,2/16/2023,Size Issue,26565.32,Refunded
1960,72620,5/28/2022,Quality Issue,16487.95,Refunded
1961,72841,1/31/2025,Defective Item,40790.76,Pending
1962,40047,10/21/2023,Size Issue,12201.19,Refunded
1963,14356,3/21/2025,Product Not as Described,19469.24,Refunded
1964,31353,5/2/2024,Product Not as Described,29728.23,Refunded
1965,28151,2/18/2024,Changed Mind,5212.71,Refunded
1966,62959,7/31/2025,Product Not as Described,42651.36,Refunded
1967,68610,11/2/2023,Size Issue,40467.27,Refunded
1968,93836,12/21/2024,Late Delivery,30846.74,Refunded
1969,1539,7/10/2024,Wrong Item Delivered,15468.62,Pending
1970,55486,2/19/2022,Quality Issue,46517.56,Refunded
1971,52667,3/9/2023,Damaged Product,48874.87,Refunded
1972,63556,4/28/2022,Wrong Item Delivered,3307.06,Pending
1973,25684,10/18/2025,Product Not as Described,6541.13,Rejected
1974,92787,2/12/2026,Late Delivery,8780.05,Rejected
1975,25618,12/26/2022,Late Delivery,21430.82,Refunded
1976,23171,2/23/2024,Changed Mind,7199.9,Refunded
1977,85699,2/13/2026,Quality Issue,29991.73,Refunded
1978,34413,3/22/2022,Missing Parts,21870.42,Refunded
1979,13665,4/19/2022,Duplicate Order,16862.02,Refunded
1980,13790,6/13/2024,Late Delivery,24814.02,Refunded
1981,50244,3/19/2026,Damaged Product,2348.79,Refunded
1982,68475,3/3/2026,Wrong Item Delivered,19439.09,Refunded
1983,38998,3/16/2023,Defective Item,38720.73,Refunded
1984,42139,3/6/2026,Defective Item,24788.08,Refunded
1985,70140,5/6/2025,Product Not as Described,33205.78,Refunded
1986,47171,1/5/2024,Missing Parts,4517.86,Pending
1987,97502,10/3/2022,Duplicate Order,16492.84,Pending
1988,41059,8/30/2022,Product Not as Described,33893.22,Rejected
1989,23265,10/7/2025,Defective Item,34058.18,Rejected
1990,64526,5/28/2025,Missing Parts,8839.93,Pending
1991,62951,5/13/2026,Late Delivery,16178.59,Refunded
1992,38206,2/14/2026,Size Issue,28435.04,Refunded
1993,2768,7/29/2024,Changed Mind,17397.24,Refunded
1994,20338,4/29/2024,Duplicate Order,21620.9,Rejected
1995,63341,10/18/2023,Defective Item,17829.08,Pending
1996,51081,11/30/2025,Quality Issue,1961.2,Refunded
1997,27779,3/26/2025,Duplicate Order,39160.06,Refunded
1998,22344,10/6/2023,Wrong Item Delivered,40722.71,Rejected
1999,47443,11/6/2023,Defective Item,48161.93,Rejected
2000,40382,7/22/2024,Damaged Product,28822.11,Pending
2001,74826,9/16/2023,Damaged Product,9897.8,Refunded
2002,33144,11/25/2023,Product Not as Described,4270.59,Refunded
2003,76904,9/6/2025,Product Not as Described,40028.61,Refunded
2004,80829,10/9/2023,Size Issue,39626.43,Refunded
2005,11501,8/26/2025,Quality Issue,28366.38,Refunded
2006,21664,3/26/2022,Damaged Product,39569.62,Refunded
2007,76677,12/28/2025,Wrong Item Delivered,6175.65,Refunded
2008,13586,4/5/2026,Missing Parts,25128.05,Refunded
2009,29492,5/9/2026,Size Issue,18261.43,Refunded
2010,75845,11/30/2024,Late Delivery,22281.49,Refunded
2011,96727,2/11/2024,Defective Item,37553.29,Refunded
2012,31412,2/2/2026,Product Not as Described,35280.57,Refunded
2013,64355,11/28/2022,Duplicate Order,16158.13,Refunded
2014,2302,1/15/2025,Quality Issue,13992.17,Pending
2015,54970,10/7/2023,Quality Issue,25322.87,Refunded
2016,10134,1/8/2023,Wrong Item Delivered,7788.32,Processed
2017,87545,12/25/2024,Size Issue,19205.91,Refunded
2018,33427,1/11/2024,Quality Issue,28929.1,Pending
2019,35508,4/20/2023,Missing Parts,46716.34,Refunded
2020,85126,3/13/2025,Wrong Item Delivered,32751.02,Pending
2021,67034,7/25/2022,Damaged Product,41352.62,Pending
2022,36963,9/3/2022,Missing Parts,7798.58,Refunded
2023,43297,7/18/2024,Wrong Item Delivered,41620.59,Refunded
2024,37316,10/13/2024,Missing Parts,38759.43,Pending
2025,66336,5/16/2025,Quality Issue,37590.65,Refunded
2026,10685,3/31/2024,Duplicate Order,13861.16,Refunded
2027,9076,1/10/2024,Missing Parts,40575.26,Refunded
2028,54032,10/21/2024,Missing Parts,31956.54,Pending
2029,26593,10/30/2023,Late Delivery,21649.67,Pending
2030,13967,3/15/2026,Wrong Item Delivered,6670.52,Pending
2031,97939,12/18/2024,Product Not as Described,16502.78,Refunded
2032,96205,3/27/2025,Damaged Product,44251.55,Refunded
2033,33003,10/16/2022,Damaged Product,16299.65,Refunded
2034,64612,12/5/2025,Duplicate Order,14375.43,Processed
2035,98533,11/2/2023,Wrong Item Delivered,41192.2,Refunded
2036,67096,1/19/2024,Missing Parts,16286.95,Refunded
2037,22331,3/20/2025,Quality Issue,9571.16,Refunded
2038,52873,2/28/2026,Duplicate Order,45516.34,Rejected
2039,30749,11/13/2025,Damaged Product,14118.15,Refunded
2040,78312,12/22/2024,Wrong Item Delivered,45630.95,Refunded
2041,37546,11/25/2024,Damaged Product,48396.64,Refunded
2042,18721,12/4/2024,Changed Mind,4198.78,Refunded
2043,42894,10/13/2023,Defective Item,24599.49,Refunded
2044,72091,9/24/2022,Missing Parts,39674.15,Refunded
2045,42246,3/2/2023,Late Delivery,4064.56,Refunded
2046,96992,4/5/2025,Defective Item,16605.98,Refunded
2047,91532,3/6/2023,Changed Mind,285.36,Refunded
2048,68392,2/25/2024,Defective Item,31531.01,Refunded
2049,46632,6/26/2024,Product Not as Described,30139.85,Refunded
2050,17470,4/1/2023,Quality Issue,36643.52,Refunded
2051,68836,7/14/2022,Product Not as Described,33567.79,Refunded
2052,8821,4/14/2022,Changed Mind,16001.8,Refunded
2053,83635,9/28/2022,Changed Mind,4261.6,Refunded
2054,851,9/24/2023,Damaged Product,728.19,Refunded
2055,38914,10/7/2024,Defective Item,33563.92,Refunded
2056,15864,8/3/2022,Damaged Product,29062.72,Refunded
2057,86018,11/24/2022,Defective Item,14615.45,Refunded
2058,56229,8/31/2024,Damaged Product,27708.73,Refunded
2059,77045,7/10/2024,Late Delivery,47024.81,Refunded
2060,76222,2/22/2023,Quality Issue,27959.09,Refunded
2061,77806,5/21/2024,Changed Mind,600.22,Pending
2062,54292,2/15/2024,Damaged Product,39024.06,Refunded
2063,36970,11/20/2025,Defective Item,43159.03,Pending
2064,68894,11/12/2025,Damaged Product,39981.84,Refunded
2065,98669,8/10/2023,Missing Parts,23038.8,Refunded
2066,96833,2/24/2026,Size Issue,7374.64,Refunded
2067,48013,9/15/2022,Duplicate Order,27620.69,Pending
2068,35655,2/12/2022,Late Delivery,11827.17,Refunded
2069,2410,3/18/2022,Late Delivery,34686.53,Refunded
2070,57489,3/24/2026,Missing Parts,40652.57,Rejected
2071,58942,4/20/2025,Quality Issue,45236.39,Pending
2072,96230,10/2/2022,Size Issue,6978.63,Refunded
2073,15122,1/3/2026,Product Not as Described,24856.8,Refunded
2074,43679,3/1/2022,Defective Item,36477.38,Refunded
2075,54232,10/16/2024,Product Not as Described,22329.88,Refunded
2076,67093,12/24/2025,Late Delivery,5151.6,Refunded
2077,42116,11/27/2025,Late Delivery,48077.67,Refunded
2078,22197,12/4/2022,Defective Item,21662.14,Refunded
2079,94677,9/20/2022,Damaged Product,40612.29,Refunded
2080,49707,2/26/2024,Missing Parts,28090.96,Refunded
2081,10506,11/14/2022,Size Issue,49485.91,Rejected
2082,59652,5/11/2024,Changed Mind,7556.41,Refunded
2083,71258,1/23/2023,Damaged Product,48321.61,Refunded
2084,97861,2/16/2026,Missing Parts,15207.08,Refunded
2085,76618,12/31/2022,Damaged Product,3937.36,Pending
2086,82823,5/20/2024,Size Issue,7712.14,Refunded
2087,67916,4/9/2026,Defective Item,45190.57,Refunded
2088,46388,12/25/2023,Wrong Item Delivered,29202.53,Rejected
2089,89990,9/20/2022,Changed Mind,372.1,Processed
2090,67465,6/6/2024,Size Issue,19308.64,Rejected
2091,88521,4/6/2024,Changed Mind,39205.53,Refunded
2092,7193,12/29/2023,Product Not as Described,46578.76,Refunded
2093,6734,4/1/2022,Late Delivery,16515.33,Processed
2094,97286,3/31/2026,Quality Issue,22398.33,Pending
2095,46326,8/25/2023,Defective Item,25568.87,Refunded
2096,73674,10/18/2023,Quality Issue,1206.84,Refunded
2097,35121,2/2/2025,Missing Parts,23708.3,Refunded
2098,64951,3/24/2022,Changed Mind,37012.42,Refunded
2099,72534,8/27/2023,Wrong Item Delivered,42289.64,Refunded
2100,3245,2/14/2023,Duplicate Order,5775.68,Pending
2101,90884,5/17/2026,Late Delivery,48770.96,Refunded
2102,67678,2/16/2025,Product Not as Described,5640.76,Refunded
2103,76109,7/6/2024,Defective Item,10893.55,Refunded
2104,64846,9/2/2023,Missing Parts,49740.31,Refunded
2105,65898,6/8/2023,Product Not as Described,13798.41,Pending
2106,38638,4/19/2023,Size Issue,10082.4,Refunded
2107,96129,6/26/2024,Missing Parts,39960.99,Refunded
2108,8253,11/27/2023,Quality Issue,19812.37,Refunded
2109,12675,1/25/2023,Late Delivery,39458.97,Pending
2110,97420,2/12/2025,Duplicate Order,45286.62,Refunded
2111,52725,7/30/2024,Defective Item,5251.27,Refunded
2112,81047,3/31/2025,Wrong Item Delivered,47581.84,Refunded
2113,51712,11/24/2023,Product Not as Described,3007.98,Refunded
2114,42304,6/22/2022,Missing Parts,49717.91,Refunded
2115,89688,3/5/2024,Product Not as Described,17104.4,Refunded
2116,60747,5/6/2023,Duplicate Order,46890.22,Refunded
2117,53951,8/25/2023,Late Delivery,36812.17,Pending
2118,46780,3/6/2025,Late Delivery,11079.53,Pending
2119,30747,10/7/2023,Product Not as Described,17175.2,Refunded
2120,88285,4/22/2024,Size Issue,34360.07,Refunded
2121,90676,11/6/2024,Damaged Product,6329.88,Pending
2122,72346,2/6/2022,Defective Item,3405.22,Refunded
2123,56521,6/1/2022,Quality Issue,15793.61,Refunded
2124,62459,1/15/2025,Product Not as Described,42438.37,Refunded
2125,77380,12/3/2023,Late Delivery,23074.61,Refunded
2126,21393,6/7/2025,Duplicate Order,40666.77,Pending
2127,63288,5/9/2022,Damaged Product,22992.97,Refunded
2128,59508,2/2/2022,Wrong Item Delivered,1471.88,Refunded
2129,6076,7/19/2024,Wrong Item Delivered,7939.38,Refunded
2130,68537,2/17/2025,Duplicate Order,1416.1,Refunded
2131,30925,7/9/2023,Product Not as Described,9231.61,Refunded
2132,46952,4/8/2025,Late Delivery,24111.6,Refunded
2133,65656,3/24/2023,Wrong Item Delivered,21638.35,Refunded
2134,64910,5/12/2026,Wrong Item Delivered,47404.86,Refunded
2135,75909,8/12/2024,Defective Item,26290.13,Refunded
2136,39391,4/15/2025,Damaged Product,45352.69,Rejected
2137,80749,4/19/2022,Missing Parts,25277.94,Pending
2138,18790,8/11/2024,Damaged Product,4227.05,Refunded
2139,15846,10/29/2024,Missing Parts,3519.24,Pending
2140,48253,5/31/2023,Quality Issue,42635.65,Refunded
2141,6810,9/15/2024,Damaged Product,12670.06,Refunded
2142,20202,10/4/2022,Wrong Item Delivered,42303.89,Refunded
2143,79862,10/2/2024,Missing Parts,13909.86,Refunded
2144,1873,3/18/2023,Product Not as Described,4173.47,Pending
2145,42334,4/9/2022,Defective Item,7906.07,Refunded
2146,97852,1/13/2025,Changed Mind,3796.16,Refunded
2147,58713,4/17/2024,Missing Parts,3822.77,Refunded
2148,20,12/12/2023,Missing Parts,44748.3,Refunded
2149,38157,8/28/2022,Duplicate Order,37127.26,Refunded
2150,71558,2/7/2024,Quality Issue,3822.19,Refunded
2151,96491,8/29/2022,Defective Item,1299.56,Refunded
2152,25354,9/4/2022,Changed Mind,8300.53,Refunded
2153,36230,7/4/2024,Missing Parts,29863.6,Refunded
2154,14651,11/19/2022,Product Not as Described,29583.29,Refunded
2155,1850,3/15/2023,Missing Parts,29668,Pending
2156,40050,3/15/2024,Defective Item,35999.59,Rejected
2157,48332,12/7/2025,Changed Mind,35237.9,Refunded
2158,56574,11/27/2023,Duplicate Order,4916.06,Refunded
2159,40202,6/6/2022,Product Not as Described,24189.01,Refunded
2160,50995,3/17/2022,Defective Item,34824.75,Refunded
2161,9226,12/27/2022,Defective Item,44542.34,Refunded
2162,30177,7/13/2023,Wrong Item Delivered,46803.22,Refunded
2163,89269,3/27/2025,Wrong Item Delivered,41922.86,Refunded
2164,13817,7/26/2022,Defective Item,26377.27,Refunded
2165,44217,5/1/2024,Late Delivery,7083.26,Refunded
2166,68876,3/13/2022,Missing Parts,49908.47,Pending
2167,89901,1/23/2025,Late Delivery,6139.68,Refunded
2168,87986,5/18/2024,Size Issue,12271.9,Pending
2169,29497,1/30/2025,Missing Parts,12070.5,Pending
2170,53704,4/2/2023,Changed Mind,8450.15,Refunded
2171,23308,5/28/2022,Defective Item,15170.72,Rejected
2172,72130,7/24/2025,Wrong Item Delivered,32699.65,Refunded
2173,63635,1/10/2023,Damaged Product,28707.59,Refunded
2174,50821,7/5/2025,Defective Item,30899.75,Refunded
2175,80397,2/1/2023,Product Not as Described,14218.97,Refunded
2176,53390,10/26/2023,Size Issue,662.19,Refunded
2177,63883,8/19/2022,Defective Item,1729.7,Processed
2178,92733,10/6/2024,Wrong Item Delivered,599.17,Pending
2179,87764,6/10/2025,Product Not as Described,4321.4,Refunded
2180,90482,9/13/2024,Defective Item,16843.75,Refunded
2181,18143,9/16/2025,Wrong Item Delivered,46506.2,Refunded
2182,73697,3/21/2022,Duplicate Order,10543.92,Pending
2183,5021,4/1/2026,Defective Item,8426.15,Refunded
2184,27905,7/25/2023,Quality Issue,38898.69,Refunded
2185,6746,3/5/2023,Late Delivery,3417.05,Refunded
2186,5283,10/20/2024,Product Not as Described,34271.63,Rejected
2187,52998,1/13/2023,Late Delivery,28326.37,Refunded
2188,25493,1/13/2025,Product Not as Described,4464.6,Refunded
2189,86793,11/22/2024,Damaged Product,45089.29,Processed
2190,93052,4/24/2024,Missing Parts,44368.87,Refunded
2191,69371,12/21/2024,Product Not as Described,6093.66,Refunded
2192,32850,11/1/2024,Product Not as Described,24854.24,Refunded
2193,79192,1/19/2026,Duplicate Order,39613.67,Refunded
2194,2038,10/31/2023,Missing Parts,29757.15,Pending
2195,22625,12/12/2022,Late Delivery,42649.27,Refunded
2196,37276,7/20/2024,Product Not as Described,16450.88,Refunded
2197,60080,7/1/2025,Changed Mind,20111.99,Refunded
2198,58016,9/1/2025,Wrong Item Delivered,41705.12,Refunded
2199,12219,12/11/2024,Changed Mind,10455.07,Rejected
2200,7558,5/29/2024,Product Not as Described,1841.55,Refunded
2201,82755,8/25/2025,Quality Issue,7953.31,Refunded
2202,56357,3/13/2022,Duplicate Order,6763.8,Refunded
2203,74613,6/14/2025,Product Not as Described,31225.14,Refunded
2204,87492,11/5/2025,Late Delivery,23437.28,Refunded
2205,96359,5/29/2024,Duplicate Order,49397.39,Pending
2206,71933,3/3/2022,Quality Issue,20185.3,Rejected
2207,83329,2/5/2022,Late Delivery,5108.61,Pending
2208,7311,11/15/2022,Quality Issue,21657.43,Refunded
2209,18422,4/9/2024,Size Issue,31101.99,Refunded
2210,60134,6/5/2022,Product Not as Described,18712.53,Refunded
2211,30244,1/31/2022,Size Issue,29337.78,Refunded
2212,27025,12/3/2024,Size Issue,14038.96,Refunded
2213,81502,4/15/2023,Changed Mind,47864.44,Refunded
2214,33819,9/19/2024,Changed Mind,28283.96,Refunded
2215,64703,6/9/2024,Late Delivery,1174.41,Pending
2216,25884,8/9/2025,Product Not as Described,28343.98,Pending
2217,96503,7/23/2025,Product Not as Described,6401.84,Pending
2218,97027,3/3/2025,Missing Parts,45404.47,Refunded
2219,91794,2/21/2024,Changed Mind,953.6,Refunded
2220,25239,2/24/2026,Defective Item,26622.53,Refunded
2221,97086,9/20/2023,Duplicate Order,41733.29,Refunded
2222,96458,10/27/2024,Quality Issue,7215.82,Refunded
2223,60626,9/10/2022,Damaged Product,33507.61,Pending
2224,53933,7/26/2025,Damaged Product,42624.03,Pending
2225,54554,2/16/2025,Quality Issue,18692.81,Refunded
2226,73572,2/19/2023,Quality Issue,20580.82,Processed
2227,39047,3/22/2024,Size Issue,5012.4,Processed
2228,93560,7/30/2024,Duplicate Order,15463.9,Processed
2229,84012,5/1/2025,Missing Parts,35629.3,Refunded
2230,31846,5/24/2025,Product Not as Described,41184.82,Refunded
2231,97291,6/23/2023,Quality Issue,8788.24,Refunded
2232,34958,12/19/2023,Duplicate Order,44957.39,Refunded
2233,76892,7/16/2025,Wrong Item Delivered,28973.11,Refunded
2234,65201,5/6/2023,Changed Mind,9696.83,Processed
2235,4135,4/19/2023,Missing Parts,19325.01,Refunded
2236,85647,2/7/2022,Missing Parts,13653.38,Refunded
2237,74813,8/14/2023,Product Not as Described,24464.34,Refunded
2238,72189,3/22/2025,Wrong Item Delivered,15084.91,Refunded
2239,7308,10/11/2025,Damaged Product,4197.41,Refunded
2240,60596,7/5/2025,Duplicate Order,39094.11,Refunded
2241,80494,1/23/2024,Damaged Product,12388.05,Processed
2242,83094,3/11/2024,Quality Issue,48976.92,Refunded
2243,15941,3/25/2024,Size Issue,35326.11,Refunded
2244,77194,10/4/2025,Changed Mind,37244.81,Refunded
2245,22333,6/2/2024,Changed Mind,44071.43,Refunded
2246,68197,2/15/2026,Wrong Item Delivered,27551.36,Processed
2247,85095,8/26/2024,Size Issue,28817.69,Refunded
2248,62534,2/17/2023,Quality Issue,14814.4,Refunded
2249,84379,6/16/2024,Size Issue,5467.39,Processed
2250,52088,11/18/2024,Missing Parts,44711.84,Refunded
2251,90584,4/9/2023,Damaged Product,5616.68,Pending
2252,25871,3/8/2026,Changed Mind,25301.52,Refunded
2253,43629,4/10/2026,Size Issue,24111.64,Refunded
2254,32152,5/19/2022,Quality Issue,30357.82,Refunded
2255,8639,7/26/2023,Defective Item,17643.34,Refunded
2256,11960,7/3/2023,Changed Mind,21340.13,Refunded
2257,37916,7/31/2025,Damaged Product,48535.93,Refunded
2258,20722,9/13/2022,Missing Parts,31433.56,Refunded
2259,2840,11/20/2025,Changed Mind,44780.08,Refunded
2260,97380,10/20/2023,Duplicate Order,11010.48,Refunded
2261,26194,6/24/2023,Changed Mind,7046.59,Refunded
2262,36446,1/8/2026,Late Delivery,9221.74,Pending
2263,61287,4/19/2025,Damaged Product,22423.87,Refunded
2264,12855,8/8/2024,Damaged Product,22874.61,Refunded
2265,19897,12/27/2023,Product Not as Described,45228.95,Processed
2266,54810,12/16/2022,Wrong Item Delivered,1956.22,Refunded
2267,16987,12/29/2025,Wrong Item Delivered,19923.92,Refunded
2268,20539,4/23/2025,Missing Parts,8575.49,Pending
2269,26751,3/8/2023,Wrong Item Delivered,10036.01,Refunded
2270,27353,9/30/2022,Changed Mind,9257.39,Pending
2271,38333,2/11/2024,Size Issue,25203.71,Pending
2272,28406,3/24/2025,Product Not as Described,35072.84,Pending
2273,73542,7/28/2024,Product Not as Described,46649.16,Refunded
2274,60816,9/29/2023,Changed Mind,18204.08,Refunded
2275,37603,2/16/2024,Missing Parts,44210.5,Pending
2276,26081,8/18/2023,Late Delivery,22086.19,Refunded
2277,12375,8/2/2022,Duplicate Order,31986.46,Refunded
2278,10122,12/27/2023,Changed Mind,365.19,Refunded
2279,10387,6/5/2025,Wrong Item Delivered,11664.92,Pending
2280,46920,6/13/2022,Defective Item,15015.61,Refunded
2281,73449,7/20/2023,Defective Item,3279.57,Pending
2282,51241,4/21/2025,Late Delivery,34095.55,Refunded
2283,72864,2/19/2025,Damaged Product,36704.11,Refunded
2284,8014,4/4/2023,Defective Item,19556.94,Refunded
2285,84883,4/21/2026,Damaged Product,10655.18,Refunded
