ProductID,ProductCode,ProductName,CategoryID,BrandID,SupplierID,CostPrice,SellingPrice,StockQuantity,ReorderLevel,Weight,Color,WarrantyMonths,LaunchDate,ProductStatus
746,PRD000746,Advanced Helmet 746,4,81,82,1445.66,2095.1,360,50,12.69,Green,12,3/19/2026,Active
747,PRD000747,Pro Jeans 747,23,33,39,19517.75,24934.96,384,20,6.76,Silver,24,5/20/2023,Active
748,PRD000748,Luxury Toy 748,20,56,230,24431.87,35754.77,194,30,19.26,Silver,12,10/10/2025,Active
749,PRD000749,Pro Backpack 749,20,86,38,19950.19,30424.07,153,30,16.41,Red,6,1/8/2023,Active
750,PRD000750,Classic Helmet 750,15,32,192,9487.62,11155.85,110,10,21.12,Blue,24,3/27/2026,Active
751,PRD000751,Wireless Watch 751,11,27,175,48810.29,74736.47,408,30,4.84,Green,6,3/24/2024,Active
752,PRD000752,Smart SSD 752,12,33,64,47060.04,54665.3,344,20,5.55,Green,24,1/28/2022,Active
753,PRD000753,Premium Router 753,15,54,263,8520.76,12603.74,362,30,22.35,Red,36,7/2/2021,Active
754,PRD000754,Premium Camera 754,5,76,261,701.8,1019.88,339,50,9.19,White,6,3/26/2021,Active
755,PRD000755,Digital Mixer 755,4,74,62,1574.99,1850.72,323,10,24.31,White,24,5/22/2025,Active
756,PRD000756,Portable Mixer 756,10,87,253,17411.61,20850.78,68,10,19.39,Red,36,3/27/2025,Active
757,PRD000757,Luxury Bag 757,4,93,225,11380.14,17674.31,239,50,11.28,Silver,24,4/25/2021,Active
758,PRD000758,Max Printer 758,3,10,105,34466.61,52203.4,106,20,21.54,Black,24,8/12/2025,Active
759,PRD000759,Wireless Jeans 759,25,63,163,3514.36,5614.31,438,50,16.39,Gray,6,3/7/2023,Active
760,PRD000760,Portable Camera 760,21,40,247,17818.17,23374.47,153,30,8.52,Green,6,10/21/2023,Active
761,PRD000761,Ultra Vacuum 761,11,10,252,18197.79,25307.84,457,20,9.96,Blue,6,1/19/2021,Active
762,PRD000762,Mini T-Shirt 762,15,53,165,49655.3,60189.96,156,30,2.85,Silver,6,8/13/2023,Active
763,PRD000763,Smart Monitor 763,6,39,175,22052.09,32150.95,233,50,2.01,Blue,36,10/15/2021,Active
764,PRD000764,Ultra Backpack 764,23,1,43,32372.81,46044.27,40,20,3.02,Red,6,6/1/2023,Active
765,PRD000765,Compact Router 765,11,26,200,35161.15,44885.27,196,30,18.03,Black,24,2/23/2022,Active
766,PRD000766,Mini Shoes 766,22,75,210,7742.35,10040.7,237,20,4.04,Black,12,6/9/2023,Active
767,PRD000767,Wireless Backpack 767,4,87,274,6241.88,8049.93,269,20,5.67,White,24,5/19/2021,Active
768,PRD000768,Essential Toy 768,23,80,24,17468.4,20379.82,498,30,11.96,Blue,36,1/15/2022,Active
769,PRD000769,Eco Tablet 769,1,74,160,16075.51,19535.06,67,20,21.85,Blue,6,2/7/2024,Active
770,PRD000770,Mini Blender 770,10,15,251,26390.33,36545.96,18,10,0.97,Black,6,6/19/2022,Active
771,PRD000771,Essential Mixer 771,18,10,21,40163.89,62975.05,474,30,14.93,Blue,24,10/11/2023,Active
772,PRD000772,Essential Camera 772,3,91,235,48658.76,56889.91,36,30,12.84,Gray,12,11/10/2025,Active
773,PRD000773,Luxury Backpack 773,14,52,30,14825.06,21936.09,353,30,16.86,Black,6,2/26/2026,Active
774,PRD000774,Eco Camera 774,3,4,112,47157.76,69985.97,340,30,2.47,Gray,36,12/5/2024,Active
775,PRD000775,Pro Desk 775,15,24,93,33497.51,52644.81,260,30,17.21,Silver,6,1/14/2024,Active
776,PRD000776,Advanced Vacuum 776,18,69,26,20972.54,28353.84,293,30,3.63,White,6,10/11/2026,Active
777,PRD000777,Compact Backpack 777,5,41,262,15267.59,21078.18,272,30,6.01,Black,6,11/1/2021,Active
778,PRD000778,Eco Mouse 778,15,51,35,39265.26,48714.71,351,30,21.06,White,6,9/9/2021,Active
779,PRD000779,Eco Camera 779,15,25,75,4316.8,6777.19,206,10,17.35,Green,36,2/10/2025,Active
780,PRD000780,Elite Router 780,20,87,126,20741.43,31043.2,477,30,8.45,Red,36,1/9/2021,Active
781,PRD000781,Classic Chair 781,9,5,248,26261.63,40822.75,289,10,16.75,Silver,36,4/9/2025,Active
782,PRD000782,Wireless Fan 782,1,99,242,49954.43,69515.72,176,30,20.34,White,6,5/12/2026,Active
783,PRD000783,Mini Backpack 783,13,20,24,6430.33,9899.28,65,20,4.14,Blue,12,9/23/2022,Active
784,PRD000784,Advanced Jeans 784,6,19,205,4358.83,6967.41,460,30,2.99,Silver,36,4/28/2025,Active
785,PRD000785,Classic Toy 785,9,26,214,30519.5,44911.34,288,10,23.66,Blue,6,6/5/2026,Active
786,PRD000786,Portable Router 786,16,23,157,4939.6,7244.05,348,10,17.12,Black,12,6/14/2022,Active
787,PRD000787,Ultra Helmet 787,11,56,129,26433.75,38111.54,168,50,19.15,Silver,12,3/13/2022,Active
788,PRD000788,Ultra Monitor 788,20,77,63,45261.44,60283.7,14,20,23.32,Black,24,3/25/2024,Active
789,PRD000789,Wireless Book 789,9,58,18,4626.68,5406.6,61,10,23.89,Red,12,1/26/2021,Active
790,PRD000790,Smart Tablet 790,22,52,215,24545.82,29845.4,124,50,10.3,Black,12,12/25/2023,Active
791,PRD000791,Max Bottle 791,20,81,137,4948.07,7669.98,425,30,11.88,Gray,36,5/19/2025,Active
792,PRD000792,Elite Headphones 792,2,92,2,2609.37,3176.9,488,10,21.34,Red,12,6/13/2022,Active
793,PRD000793,Advanced Book 793,14,57,84,43568.63,69030.46,349,30,22.47,Silver,36,9/14/2026,Active
794,PRD000794,Elite Toy 794,24,30,191,10890.9,13141.26,95,30,7,Gray,6,1/27/2023,Active
795,PRD000795,Wireless Speaker 795,24,32,265,49896.1,62529.19,15,30,11.04,Gray,6,3/8/2023,Active
796,PRD000796,Pro Monitor 796,12,66,73,23336.87,36441.84,115,50,22.36,White,24,8/22/2024,Active
797,PRD000797,Smart Phone 797,19,6,159,34751.06,45230.99,457,50,24.63,Black,24,4/5/2025,Active
798,PRD000798,Premium T-Shirt 798,2,19,5,5992.36,7621.33,360,20,19.37,Gray,36,5/10/2023,Active
799,PRD000799,Luxury Power Bank 799,7,91,72,26546.63,35220.05,31,50,0.11,Black,6,3/6/2021,Active
800,PRD000800,Ultra Mixer 800,24,83,142,16739.08,25103.64,43,30,9.12,Gray,24,4/10/2025,Active
801,PRD000801,Smart Router 801,4,88,186,4526.92,7208.09,475,10,16.1,Green,12,6/9/2025,Active
802,PRD000802,Digital Speaker 802,6,61,118,39631.05,62598.5,311,10,8.29,Red,12,1/24/2026,Active
803,PRD000803,Wireless Keyboard 803,11,13,269,27433.46,38509.62,461,50,24.72,Blue,24,7/15/2023,Active
804,PRD000804,Portable Keyboard 804,3,86,282,45473.38,54573.03,328,10,4.63,Green,36,1/18/2022,Active
805,PRD000805,Pro Headphones 805,20,11,220,21625.14,30341.14,477,30,19.7,Blue,12,8/5/2026,Active
806,PRD000806,Pro Chair 806,17,70,122,21327.83,34058.31,151,20,18.22,Green,12,10/23/2025,Active
807,PRD000807,Luxury Backpack 807,19,31,293,20316.09,23681.35,455,20,22.44,Green,6,7/25/2023,Active
808,PRD000808,Elite Backpack 808,18,49,300,3977.39,4727.42,152,50,23.7,Green,12,10/20/2026,Active
809,PRD000809,Luxury Vacuum 809,24,90,51,15040.85,22541.96,289,10,19.52,Silver,12,9/28/2025,Active
810,PRD000810,Ultra Shoes 810,8,17,85,39119.95,57607.54,340,30,13.26,Gray,12,8/1/2026,Active
811,PRD000811,Wireless Helmet 811,2,21,7,7356.29,10257.91,366,10,1.7,Green,36,5/13/2026,Active
812,PRD000812,Classic Desk 812,6,34,111,9017.04,13580.76,334,20,3.28,Green,36,10/10/2025,Active
813,PRD000813,Essential Printer 813,23,16,219,8280.21,10621.12,416,50,19.44,Gray,36,7/13/2021,Active
814,PRD000814,Max Speaker 814,17,89,212,39555.04,54238.28,426,30,24.31,Black,6,7/17/2026,Active
815,PRD000815,Smart Power Bank 815,7,14,152,39507.91,59778.09,458,10,18.29,Red,24,6/22/2024,Active
816,PRD000816,Mini Speaker 816,21,66,149,39821.76,52615.5,247,50,12.18,Blue,12,11/12/2021,Active
817,PRD000817,Eco Headphones 817,13,78,4,3859.11,4836.76,233,10,21.08,Green,24,2/26/2025,Active
818,PRD000818,Pro Desk 818,17,93,58,41933.45,49727.31,365,50,14.64,Red,12,5/8/2025,Active
819,PRD000819,Pro Mouse 819,6,66,4,40296.85,50870.34,321,50,17.06,Red,12,9/13/2022,Active
820,PRD000820,Luxury Mouse 820,13,41,81,14676.05,19194.39,70,10,2.58,Green,12,4/24/2023,Active
821,PRD000821,Essential Fan 821,12,39,135,757.89,1077.36,53,10,6.88,Silver,36,10/16/2023,Active
822,PRD000822,Compact Vacuum 822,7,79,124,5372.59,6662.28,360,20,15.7,Black,12,8/23/2024,Active
823,PRD000823,Digital Bottle 823,19,10,26,14385.73,19261,199,30,21.73,Black,24,10/4/2022,Active
824,PRD000824,Smart Mouse 824,24,83,91,8749.6,13110.05,129,50,6.25,Blue,36,7/15/2023,Active
825,PRD000825,Eco Speaker 825,3,70,260,12497.93,15882.29,64,30,3.56,Black,36,11/22/2022,Active
826,PRD000826,Elite Backpack 826,20,58,136,46430.65,62489.09,244,10,9.61,Green,6,1/21/2022,Active
827,PRD000827,Eco Keyboard 827,13,5,76,49398.99,58165.76,371,10,13.25,Blue,36,12/8/2022,Active
828,PRD000828,Classic Backpack 828,10,33,192,23454.06,31427.21,91,50,5.83,Green,6,6/4/2024,Active
829,PRD000829,Luxury Watch 829,8,62,118,29792.45,45983.26,38,50,1.62,Gray,36,3/12/2022,Active
830,PRD000830,Luxury Laptop 830,11,56,130,19301.85,25227.77,356,50,0.1,White,12,10/12/2021,Active
831,PRD000831,Compact Vacuum 831,5,98,16,21593.06,30394.15,204,20,4.95,White,36,10/20/2024,Active
832,PRD000832,Compact Printer 832,10,82,72,20967.81,29855.03,185,30,19.73,Green,24,8/3/2026,Active
833,PRD000833,Pro Mixer 833,23,41,77,31868.36,50648.6,50,50,16.95,Blue,12,3/11/2022,Active
834,PRD000834,Compact Keyboard 834,4,32,191,17967.72,25955.19,355,10,2.46,Blue,24,12/27/2022,Active
835,PRD000835,Essential Fan 835,21,36,102,30760.98,48482.95,183,20,8.93,Blue,12,7/13/2026,Active
836,PRD000836,Smart Shoes 836,7,43,78,11610.42,13365.8,293,10,2.28,Green,24,4/27/2025,Active
837,PRD000837,Wireless Bag 837,8,98,163,13979.12,21427.64,13,50,12.52,Blue,12,3/22/2025,Active
838,PRD000838,Mini Watch 838,24,68,241,23812.93,34142.37,144,20,0.6,Silver,36,12/10/2025,Active
839,PRD000839,Compact T-Shirt 839,23,47,120,8085.58,12736.35,158,30,23.38,Blue,12,11/20/2023,Active
840,PRD000840,Classic Printer 840,22,44,91,5769.71,8835.36,57,20,16.1,Silver,24,4/9/2024,Active
841,PRD000841,Mini Monitor 841,19,40,250,30188.49,47599.84,130,10,13.13,White,36,2/19/2024,Active
842,PRD000842,Wireless Printer 842,22,82,232,4434.25,6506.74,436,20,21.52,Green,12,7/14/2026,Active
843,PRD000843,Eco Jeans 843,16,21,2,45091.18,52954.84,389,30,4.27,Red,12,9/25/2023,Active
844,PRD000844,Advanced Desk 844,19,90,179,34277.61,40570.05,356,20,15.74,Red,24,10/1/2021,Active
845,PRD000845,Advanced Printer 845,20,55,151,33473.72,46963.48,110,20,2.49,Blue,24,1/13/2025,Active
846,PRD000846,Max Speaker 846,5,44,123,30604.8,46352.48,245,50,20.23,Gray,12,11/11/2024,Active
847,PRD000847,Premium Mouse 847,12,85,276,7543.82,8685.9,81,10,19.38,Black,24,12/12/2026,Active
848,PRD000848,Essential Tablet 848,2,56,187,32907.02,40387.47,288,30,5.88,Silver,12,11/28/2024,Active
849,PRD000849,Compact Mouse 849,10,95,42,23734.18,30485.05,122,50,2.91,Blue,36,7/19/2025,Active
850,PRD000850,Portable Router 850,6,10,157,36420.85,53329.15,76,30,23.66,Gray,12,10/5/2025,Active
851,PRD000851,Wireless Blender 851,9,95,255,28390.09,33203.83,434,50,6.33,Red,6,9/24/2021,Active
852,PRD000852,Compact Router 852,10,87,199,29422.24,34215.72,122,10,10.22,Blue,6,3/11/2026,Active
853,PRD000853,Max Vacuum 853,10,26,185,25010.13,30013.94,30,20,12.55,Blue,12,1/21/2024,Active
854,PRD000854,Portable Laptop 854,16,1,215,22772.07,28771.8,382,20,21.47,Green,24,9/12/2021,Active
855,PRD000855,Mini T-Shirt 855,4,91,74,27043.72,33177.13,455,30,13.86,Red,24,10/17/2025,Active
856,PRD000856,Portable Helmet 856,4,52,232,39801.05,46708.89,396,10,3.14,Red,36,11/24/2022,Active
857,PRD000857,Smart Vacuum 857,15,84,137,42857.79,49459.36,216,30,14.34,Gray,36,2/15/2025,Active
858,PRD000858,Eco Tablet 858,14,5,74,47840.29,58409.84,93,30,13.87,Green,6,10/18/2022,Active
859,PRD000859,Max Jeans 859,1,42,139,19828.95,28462.64,299,50,8.69,Blue,24,5/27/2024,Active
860,PRD000860,Elite Helmet 860,9,97,224,5941.91,9013.31,380,30,23.22,Gray,36,3/4/2024,Active
861,PRD000861,Max Jeans 861,7,68,79,35686.49,55705.1,11,20,21.65,Black,36,10/25/2022,Active
862,PRD000862,Eco Monitor 862,1,97,48,23574.98,36584.42,75,10,4.74,White,12,6/5/2023,Active
863,PRD000863,Premium SSD 863,15,39,138,15415.66,18203.65,163,50,18.86,Blue,36,1/15/2022,Active
864,PRD000864,Compact Chair 864,20,50,110,24235.16,33695.57,408,50,21.93,Red,12,3/22/2025,Active
865,PRD000865,Ultra Tablet 865,21,92,70,20502.82,32592.36,345,50,15.57,Red,36,3/12/2026,Active
866,PRD000866,Eco Bag 866,13,97,110,1359.75,2006.89,83,30,2.29,Red,24,1/11/2023,Active
867,PRD000867,Pro Camera 867,25,53,141,20252.27,27045.3,131,50,14.05,Blue,36,2/12/2026,Active
868,PRD000868,Digital Keyboard 868,10,61,132,20148.69,23890.98,56,30,4.99,Blue,12,11/23/2023,Active
869,PRD000869,Compact Desk 869,16,48,268,2918.2,4561.79,398,20,15.56,Red,24,11/17/2025,Active
870,PRD000870,Elite Desk 870,16,6,277,45311.76,52111.94,179,10,5.61,Blue,36,10/4/2024,Active
871,PRD000871,Luxury Bag 871,10,89,111,5114.04,7751.16,177,10,1.34,Blue,6,5/11/2021,Active
872,PRD000872,Digital Camera 872,19,71,288,47646.88,66403,344,30,8.19,Black,24,8/4/2021,Active
873,PRD000873,Essential Fan 873,16,70,272,4336.47,6021.87,93,30,10.78,Green,24,4/10/2023,Active
874,PRD000874,Advanced Phone 874,4,3,252,1722.1,2306.69,154,20,15.93,Red,24,2/15/2021,Active
875,PRD000875,Luxury Bag 875,11,97,261,18542.34,27616.74,200,10,7.15,Green,12,5/17/2025,Active
876,PRD000876,Elite Mixer 876,16,8,42,49683.35,64423.38,161,50,1.81,Black,12,10/18/2021,Active
877,PRD000877,Max Bag 877,5,34,67,13219.57,17828.89,481,50,23.85,Blue,36,10/11/2024,Active
878,PRD000878,Essential Vacuum 878,18,73,7,30037.93,46224.77,482,20,3.97,Gray,12,12/14/2023,Active
879,PRD000879,Essential Bag 879,4,32,166,3953.09,5796.46,470,10,0.97,Gray,12,7/5/2023,Active
880,PRD000880,Wireless Book 880,3,29,164,20883.81,32865.25,241,10,18.99,White,6,6/1/2026,Active
881,PRD000881,Smart Bag 881,24,14,144,29959.71,42704,257,20,13.85,Silver,24,11/12/2021,Active
882,PRD000882,Pro Chair 882,16,81,101,10795.61,15486.14,218,50,0.59,White,24,7/10/2023,Active
883,PRD000883,Pro Monitor 883,22,36,33,13427.36,19892.78,210,20,2.85,Green,6,8/11/2023,Active
884,PRD000884,Mini Speaker 884,18,90,21,37321.05,43948.18,312,20,17.13,Black,6,10/7/2023,Active
885,PRD000885,Compact Bottle 885,25,85,235,7730.32,12252.08,267,20,10.78,Red,24,4/20/2024,Active
886,PRD000886,Digital Toy 886,2,74,68,40581.18,61735.37,476,20,21.27,Red,36,2/24/2022,Active
887,PRD000887,Smart Headphones 887,9,59,90,26068.73,36336.57,197,50,20.71,Red,12,7/4/2024,Active
888,PRD000888,Classic Backpack 888,22,26,208,14570.69,17954.59,406,10,9.77,Red,24,2/13/2024,Active
889,PRD000889,Advanced Speaker 889,23,68,236,35058.91,42250.68,499,10,20.56,Red,24,7/2/2026,Active
890,PRD000890,Digital Chair 890,17,44,178,277.07,371.28,218,10,14.51,White,6,6/7/2024,Active
891,PRD000891,Essential Sofa 891,9,35,208,23724.31,34021.67,117,30,16.43,White,6,11/5/2026,Active
892,PRD000892,Compact Printer 892,1,43,196,6924.27,8521.53,191,30,21.45,Black,6,3/19/2024,Active
893,PRD000893,Wireless Desk 893,5,79,15,9369.96,14580.97,15,50,4.74,White,6,3/5/2023,Active
894,PRD000894,Pro Blender 894,19,65,120,37272.35,47050.13,71,50,17.81,Red,12,8/3/2023,Active
895,PRD000895,Luxury SSD 895,24,42,56,9462.52,13783.11,253,50,19.2,Silver,12,11/19/2023,Active
896,PRD000896,Pro Keyboard 896,2,49,294,3349.48,4669.06,24,10,21.95,Black,24,4/21/2026,Active
897,PRD000897,Pro Fan 897,24,8,226,5077.46,7540.67,437,30,0.51,Green,12,3/19/2024,Active
898,PRD000898,Luxury SSD 898,20,15,26,45257.29,69262.09,340,20,17.71,Black,12,9/21/2024,Active
899,PRD000899,Max Chair 899,23,38,166,7731.33,11648.73,381,20,7.3,Silver,24,11/14/2026,Active
900,PRD000900,Luxury Helmet 900,6,3,115,3856.9,6121.62,319,30,9.73,Green,6,5/17/2022,Active
901,PRD000901,Ultra Chair 901,4,22,288,48113.3,65151.19,161,10,12.43,White,24,10/24/2026,Active
902,PRD000902,Max Tablet 902,25,13,230,33224.18,50451.74,190,10,10.96,Green,12,5/20/2026,Active
903,PRD000903,Smart Monitor 903,10,58,128,26852.98,31220.01,121,30,22.62,Silver,36,2/21/2024,Active
904,PRD000904,Ultra Mouse 904,12,61,263,20475.37,23554.28,458,20,21.19,Black,6,4/27/2026,Active
905,PRD000905,Compact Vacuum 905,7,32,242,7360.66,9016.91,282,30,13.79,Green,6,3/21/2021,Active
906,PRD000906,Classic Camera 906,1,95,17,1432.85,2149.95,55,20,7.02,Black,12,11/12/2026,Active
907,PRD000907,Pro T-Shirt 907,19,13,166,31840.66,39140.35,418,20,7.63,Gray,24,6/6/2021,Active
908,PRD000908,Eco Watch 908,11,27,193,21448.88,27735.14,421,50,16.45,Gray,12,4/4/2022,Active
909,PRD000909,Luxury Chair 909,25,90,110,24655.44,31470.48,218,30,14.42,Black,36,3/25/2023,Active
910,PRD000910,Compact Bag 910,18,57,112,32700.85,45544.45,172,20,5.88,White,24,2/13/2026,Active
911,PRD000911,Wireless Laptop 911,1,53,296,17278,20760.25,180,20,5.87,Blue,12,5/3/2022,Active
912,PRD000912,Max Printer 912,2,9,125,36820.14,51238.69,105,50,17.21,Black,6,4/6/2025,Active
913,PRD000913,Elite Camera 913,12,53,25,20084.24,27572.56,386,30,14.39,Red,36,2/13/2025,Active
914,PRD000914,Max Mixer 914,24,49,31,13566.43,18491.71,313,50,20.37,White,12,7/12/2022,Active
915,PRD000915,Portable Bottle 915,17,48,137,5608.33,8877.9,362,20,23.95,Gray,6,6/2/2026,Active
916,PRD000916,Classic Desk 916,25,45,199,12667.15,16806.42,79,50,7.09,Black,36,10/12/2024,Active
917,PRD000917,Ultra Helmet 917,11,23,264,47608.98,61794.59,247,30,1.09,Red,12,5/1/2021,Active
918,PRD000918,Wireless Backpack 918,18,42,50,33847.38,46766.84,289,10,3.03,Silver,24,8/2/2024,Active
919,PRD000919,Compact Speaker 919,5,37,276,31950.84,48748.87,103,50,10.22,Blue,12,4/21/2023,Active
920,PRD000920,Premium Shoes 920,24,47,95,7680.61,10873.07,391,20,0.3,Green,36,10/6/2021,Active
921,PRD000921,Elite Tablet 921,23,80,153,21954.69,28330.81,437,20,14.22,Blue,6,6/8/2024,Active
922,PRD000922,Digital Headphones 922,9,91,21,12849.48,19538.4,95,10,14.74,Green,24,12/14/2026,Active
923,PRD000923,Portable Chair 923,1,68,161,49227.7,73473.24,499,10,1.06,Black,36,6/25/2025,Active
924,PRD000924,Classic Mixer 924,3,43,211,38802.15,56541.82,351,20,14.35,Green,6,5/10/2025,Active
925,PRD000925,Essential Chair 925,2,48,193,27163.46,31816.97,253,50,19.19,Gray,6,5/26/2023,Active
926,PRD000926,Ultra Vacuum 926,11,22,118,14252.55,22501.71,61,20,18.85,White,6,2/26/2025,Active
927,PRD000927,Ultra Mixer 927,23,43,33,26473.27,35741.22,200,10,17.18,Red,12,6/28/2024,Active
928,PRD000928,Pro Phone 928,20,23,95,44931.54,66621.46,150,20,22.81,Green,6,12/28/2026,Active
929,PRD000929,Eco Chair 929,15,57,138,23071.76,31466.92,391,30,24.98,Blue,12,9/23/2024,Active
930,PRD000930,Digital Toy 930,6,41,120,13733.39,19044.53,331,30,22.23,Blue,36,2/6/2023,Active
931,PRD000931,Premium Laptop 931,24,69,144,3922.55,4691.19,124,50,10.4,Red,36,10/12/2025,Active
932,PRD000932,Digital Sofa 932,1,23,162,23020.81,29180.7,145,20,1.41,Silver,6,3/1/2022,Active
933,PRD000933,Essential Vacuum 933,10,26,121,8117.24,10923.3,112,20,3.6,Gray,12,10/5/2025,Active
934,PRD000934,Max Blender 934,25,12,145,26882.1,34437.44,195,50,4.61,Gray,36,10/3/2024,Active
935,PRD000935,Ultra Helmet 935,6,67,228,16693.08,22359.67,71,10,15.9,White,6,1/26/2025,Active
936,PRD000936,Pro Fan 936,4,86,197,16947.52,22785.48,242,20,24.37,Blue,12,6/4/2021,Active
937,PRD000937,Portable Laptop 937,1,75,281,11882.74,17454.13,152,30,21.9,Gray,6,2/18/2021,Active
938,PRD000938,Advanced Desk 938,3,56,146,34792.78,47295.87,201,20,3.36,Gray,6,1/27/2022,Active
939,PRD000939,Portable Jeans 939,6,40,68,9153,11361.84,475,20,0.44,White,12,3/28/2022,Active
940,PRD000940,Pro Jeans 940,18,84,289,5088.22,7799.75,273,10,5.68,Silver,24,10/17/2023,Active
941,PRD000941,Max Sofa 941,7,49,74,35226.34,47822.23,402,30,21.7,Black,36,1/18/2022,Active
942,PRD000942,Ultra SSD 942,20,30,77,39532.37,57905.56,174,10,10.34,Green,24,9/20/2024,Active
943,PRD000943,Essential Book 943,11,38,42,24277.6,35367.09,96,30,2.35,Green,36,6/26/2024,Active
944,PRD000944,Smart Jeans 944,16,55,139,42235.86,54881.98,280,20,11.09,Black,36,3/23/2022,Active
945,PRD000945,Portable Backpack 945,3,90,228,35099.2,48423.85,274,10,16.18,White,6,3/13/2022,Active
946,PRD000946,Portable Desk 946,19,32,276,46931.87,56475.81,421,30,7.03,Green,6,4/11/2026,Active
947,PRD000947,Compact Keyboard 947,14,1,87,4400.41,6360.28,200,10,16.41,Green,24,4/28/2025,Active
948,PRD000948,Essential Mixer 948,2,14,294,32575.96,50303.6,337,20,14.94,Green,12,9/9/2026,Active
949,PRD000949,Mini SSD 949,22,89,281,42467.71,52806.29,447,10,17.26,Red,24,11/26/2021,Active
950,PRD000950,Ultra Mixer 950,11,54,94,36317.78,41845.86,260,20,8.98,Black,6,4/22/2024,Active
951,PRD000951,Wireless Tablet 951,20,73,237,23243.5,29980.95,207,50,11.18,Black,24,5/8/2025,Active
952,PRD000952,Pro Toy 952,9,20,141,8656.48,12113.79,353,50,0.89,Red,12,6/10/2025,Active
953,PRD000953,Luxury Phone 953,18,58,175,47052.28,73110.92,229,10,6.69,Gray,6,5/24/2025,Active
954,PRD000954,Eco T-Shirt 954,18,2,300,29688.25,40881.58,109,20,24.06,Black,24,11/15/2026,Active
955,PRD000955,Elite Jeans 955,10,23,72,24900.94,31173.7,436,10,22.46,Red,24,5/8/2024,Active
956,PRD000956,Wireless SSD 956,1,51,206,754.98,1172.24,98,10,6.51,White,12,11/23/2025,Active
957,PRD000957,Smart Toy 957,22,96,112,34435.63,52523.23,22,10,4.62,Blue,36,6/28/2023,Active
958,PRD000958,Premium Chair 958,7,46,271,14857.43,22748.13,486,30,19.88,Blue,24,7/11/2025,Active
959,PRD000959,Compact Watch 959,14,66,7,3802.76,6069.99,52,30,3.94,Gray,24,1/6/2021,Active
960,PRD000960,Advanced Keyboard 960,12,58,156,18184.78,25904.55,141,30,17.67,Gray,36,6/16/2022,Active
961,PRD000961,Advanced Jeans 961,22,10,207,34366.53,39935.68,295,20,15.53,Blue,36,11/8/2026,Active
962,PRD000962,Eco Backpack 962,17,81,252,25887.12,32634.21,181,30,3.17,Red,6,2/8/2021,Active
963,PRD000963,Compact T-Shirt 963,17,39,43,44581.17,65840,139,30,15.71,White,6,12/16/2025,Active
964,PRD000964,Digital Mouse 964,13,58,228,32467.59,40880.74,64,30,23.82,Silver,36,6/16/2021,Active
965,PRD000965,Smart Vacuum 965,10,80,75,43323.37,63012.11,406,50,14.3,Gray,36,11/2/2023,Active
966,PRD000966,Portable Router 966,1,23,222,49962.68,65911.08,352,20,12.7,Red,6,7/20/2023,Active
967,PRD000967,Elite Printer 967,2,81,79,228.24,348.02,173,20,13.86,Green,36,4/25/2022,Active
968,PRD000968,Wireless Shoes 968,21,31,264,21469.31,26425.47,347,30,13.72,Blue,36,10/28/2023,Active
969,PRD000969,Classic T-Shirt 969,15,35,267,245.06,292.51,332,30,20.66,Red,12,4/9/2021,Active
970,PRD000970,Pro Router 970,13,44,8,8844.84,11076.36,276,30,21.99,Black,6,1/4/2022,Active
971,PRD000971,Max Desk 971,12,42,92,8099.56,9644.82,39,10,12.08,Silver,24,9/5/2022,Active
972,PRD000972,Smart SSD 972,5,1,117,20129.33,25782.07,309,50,21.39,Gray,36,5/10/2021,Active
973,PRD000973,Smart Headphones 973,5,62,91,1742.39,2593.6,122,20,17.01,White,36,5/21/2021,Active
974,PRD000974,Essential Fan 974,9,73,179,37493,43788.36,442,50,12.22,Silver,6,10/17/2021,Active
975,PRD000975,Elite Camera 975,2,47,42,27196.35,41785,368,50,9.37,Silver,36,5/11/2025,Active
976,PRD000976,Advanced Tablet 976,8,54,191,49128.16,62285.68,384,30,13.58,Green,12,10/19/2025,Active
977,PRD000977,Compact Headphones 977,16,28,18,9942.75,12545.56,256,30,11.56,White,36,9/22/2021,Active
978,PRD000978,Compact Power Bank 978,22,28,254,45688.55,62668.64,78,30,1.99,White,12,8/22/2022,Active
979,PRD000979,Mini Printer 979,13,10,227,24129.06,35955.1,352,50,23.13,Silver,36,1/9/2026,Active
980,PRD000980,Compact Monitor 980,25,48,207,6004.4,7508.52,315,10,8.43,Blue,36,11/9/2023,Active
981,PRD000981,Ultra Watch 981,13,10,130,709.08,844.04,247,50,13.69,Blue,24,6/18/2023,Active
982,PRD000982,Elite Fan 982,23,2,5,41998.31,49305.48,218,50,13.8,Silver,12,12/2/2024,Active
983,PRD000983,Essential Shoes 983,17,87,112,11532.15,13562.1,355,10,8.85,Red,6,1/25/2022,Active
984,PRD000984,Pro Printer 984,11,76,201,7964.45,9257.95,10,30,5.15,White,6,4/1/2021,Active
985,PRD000985,Portable Speaker 985,8,95,31,15731.69,20629.79,74,20,20.5,White,24,4/24/2025,Active
986,PRD000986,Pro Power Bank 986,12,11,140,14075.7,20856.32,243,30,6.56,Gray,6,11/10/2021,Active
987,PRD000987,Classic Bag 987,13,53,101,36158.17,42243.82,184,50,12.73,Red,36,1/25/2025,Active
988,PRD000988,Max Tablet 988,23,37,240,716.63,882.01,470,20,21.57,Black,12,9/28/2022,Active
